ID	log2fold	p	p.adj
ENSG00000135916	-0.58	0.00568719598219	0.0301016699231
ENSG00000135914	0.02	0.965923048378	0.982991168807
ENSG00000135913	-0.65	0.000699855594428	0.00724001398938
ENSG00000135912	0.36	0.0269723542971	0.0899255336184
ENSG00000092148	-0.41	0.000724254341457	0.00738826612816
ENSG00000034693	-0.65	0.000167719877654	0.00288799510666
ENSG00000135919	-0.34	0.115151264307	0.247200687548
ENSG00000230487	-0.35	0.0139286970188	0.0563265761111
ENSG00000176396	-0.11	0.39039614558	0.567814131563
ENSG00000230482	0.41	0.0448587057639	0.128613747023
ENSG00000176393	0.47	0.0129268174348	0.0533346416439
ENSG00000230489	0.47	0.228592326907	0.398145684306
ENSG00000206052	-1.01	0.000907011391604	0.00859144363272
ENSG00000247624	0.11	0.775900988377	0.868505926759
ENSG00000247627	0.37	0.430263249325	0.603706840517
ENSG00000247626	-0.66	0.000490337800626	0.00567858382087
ENSG00000167535	0.14	0.491561290428	0.65789194536
ENSG00000188886	-0.64	0.0962483149474	0.218333716863
ENSG00000241506	0.53	0.015629224251	0.0611964080903
ENSG00000149792	-0.08	0.158528335876	0.308173058632
ENSG00000237286	-0.43	0.251866928369	0.424633968761
ENSG00000204351	0.26	0.0537232490375	0.14600220515
ENSG00000237280	0.01	0.974057806689	0.986572913182
ENSG00000237281	0.31	0.511738333498	0.674247719321
ENSG00000272255	-0.12	0.753180642676	0.855176107255
ENSG00000272256	-0.95	0.0314023333817	0.100230638483
ENSG00000153207	-0.18	0.236493869674	0.407222535531
ENSG00000271781	0	0.997056187546	0.998444786584
ENSG00000271780	0.03	0.888836148947	0.940397919571
ENSG00000049192	-0.97	0.000401277550436	0.00504879991751
ENSG00000271789	-0.25	0.240752942955	0.412014845326
ENSG00000271788	-0.07	0.744076134912	0.849446435801
ENSG00000274363	0.29	0.474329494026	0.64361469859
ENSG00000169992	-0.36	0.142733301706	0.286674774241
ENSG00000237135	1.37	3.48380956152E-05	0.00110365598499
ENSG00000237133	0.23	0.495861559207	0.661103560916
ENSG00000272787	-0.63	0.00545359650933	0.0291645116009
ENSG00000272783	-0.11	0.869680852396	NA
ENSG00000277550	-0.07	0.883952897484	NA
ENSG00000172673	-0.79	0.00830963349818	0.0392692658126
ENSG00000172671	-0.24	0.0652230260552	0.166338345038
ENSG00000236423	0.5	0.00696963902568	0.0348012615323
ENSG00000136754	-0.01	0.953689585852	0.975772777935
ENSG00000270781	0	0.986340266456	0.993122759193
ENSG00000232504	-0.23	0.377105473491	0.555428843885
ENSG00000249087	-0.15	0.438430918674	0.610749770847
ENSG00000249086	0.97	0.129910833353	NA
ENSG00000116016	-0.1	0.764742208315	0.861888962118
ENSG00000175137	0.65	2.05740262358E-05	0.000802950788657
ENSG00000204356	0.4	0.00165707106971	0.012942390501
ENSG00000175130	0.01	0.966022268193	0.98304997983
ENSG00000242860	0.96	0.0848590804452	NA
ENSG00000242861	-0.28	0.0778902369617	0.188052456515
ENSG00000147689	1.88	0.0029826374295	0.0191587664183
ENSG00000271259	0.26	0.330584987024	0.508697832173
ENSG00000242866	-0.56	0.171400941034	0.326169021482
ENSG00000271257	-0.04	0.9404383715	NA
ENSG00000270124	-0.17	0.551391700201	0.706410143209
ENSG00000270127	-0.83	0.00332989408502	0.0205813302551
ENSG00000270120	-0.13	0.640602220308	0.775995991601
ENSG00000235192	0.26	0.286688133009	0.462274374309
ENSG00000224238	0.77	0.157987578334	NA
ENSG00000235194	-0.12	0.395909207276	0.573162518014
ENSG00000275576	0.98	0.0255587862455	0.0865751434738
ENSG00000275572	-0.9	0.0398846551871	0.118342265634
ENSG00000060138	0.66	0.0482366662777	0.135210823088
ENSG00000253570	0.21	0.440090598519	0.61227409788
ENSG00000281593	-0.07	0.909690094981	0.95159928465
ENSG00000231856	0.63	0.000822214274692	0.00804183854488
ENSG00000231852	0.84	0.243022719684	0.414553696163
ENSG00000231851	-1.07	0.00105166672129	0.00956257739636
ENSG00000130751	-0.56	0.0844772861502	0.199113643168
ENSG00000231859	-1.2	0.0878572231711	NA
ENSG00000231858	-0.83	0.000672497238355	0.00704503950185
ENSG00000186115	-0.15	0.787753627252	0.876213215404
ENSG00000197670	-0.16	0.418839839443	0.593646240386
ENSG00000110756	-0.18	0.108989271432	0.238108593365
ENSG00000134278	-0.38	0.0394486439447	0.117400905998
ENSG00000185379	-0.45	0.000211250111529	0.00334839188133
ENSG00000072506	0.24	0.0600645982455	0.157287402468
ENSG00000149243	0.23	0.415767134787	0.590702507288
ENSG00000181135	0.11	0.230784390768	0.400517412383
ENSG00000134186	0.05	0.717311452912	0.831519182895
ENSG00000134184	0.32	0.874730141287	0.931237436466
ENSG00000262712	0.58	0.0213876783887	0.0762335635883
ENSG00000262714	-0.28	0.286981251056	0.462551059656
ENSG00000037042	-0.27	0.206082523292	0.371574932574
ENSG00000284715	2.43	0.00969913631219	0.0436038473694
ENSG00000284716	-0.08	0.884832926159	0.937960850246
ENSG00000078487	0.08	0.418113124913	0.593041319143
ENSG00000260625	0.54	0.248631141279	0.421123543456
ENSG00000042753	0.58	0.000217487506548	0.00340854924396
ENSG00000284719	-0.12	0.539242091983	0.696394754872
ENSG00000259834	-0.76	0.000834389460655	0.00811659418788
ENSG00000105855	-0.29	0.573397269794	0.724254121254
ENSG00000105854	-0.26	0.0885070447778	0.205629605257
ENSG00000111481	0.2	0.0116057486084	0.0496361216618
ENSG00000105856	-0.02	0.922877675592	0.958847759394
ENSG00000105851	-0.05	0.763904347215	0.86143654215
ENSG00000265298	0.45	0.0012695086947	0.010801892272
ENSG00000012174	-0.39	0.00947021838995	0.0429654573531
ENSG00000131002	-0.44	0.601387981481	0.746676470336
ENSG00000135587	0.27	0.0308258631767	0.0991643277463
ENSG00000084710	0.4	0.158166164198	0.30767066274
ENSG00000071082	-0.15	0.72124017382	0.834385042008
ENSG00000247315	-0.2	0.00465380112795	0.0260498686398
ENSG00000135638	0.78	0.19313612759	NA
ENSG00000180662	1.1	0.189588065045	NA
ENSG00000180667	0.5	0.054997417748	0.148242500094
ENSG00000250031	0.81	0.000281221949751	0.00401872909292
ENSG00000135632	-0.32	0.102611121048	0.227930788262
ENSG00000135631	-0.35	0.109720356638	0.239081847446
ENSG00000135636	1.35	1.53248723525E-06	0.000161612698302
ENSG00000135637	0.18	0.0664409391935	0.168591234335
ENSG00000147155	-0.15	0.308773243193	0.484813544882
ENSG00000114503	-0.33	0.00955897836518	0.0431857037691
ENSG00000259767	0.34	0.270611069027	0.445442902939
ENSG00000115677	0.39	0.00928918152927	0.0424443865447
ENSG00000259762	0.97	0.0431387295437	0.12531181949
ENSG00000259760	-1.53	0.0167680973074	NA
ENSG00000259768	-0.25	0.189193011226	0.349513381798
ENSG00000261971	0.58	0.016979416453	0.0649190450526
ENSG00000225051	-0.03	0.932396901917	0.964494939927
ENSG00000116852	0.08	0.510438566626	0.673031361231
ENSG00000226284	0.57	0.0214131341841	0.0762784638823
ENSG00000258623	0.05	0.896157591272	0.944773951469
ENSG00000219747	0.23	0.530125697081	0.689661245393
ENSG00000029364	-0.09	0.267270132436	0.441893685968
ENSG00000180370	-0.05	0.760508036876	0.859506296689
ENSG00000227256	-0.68	0.114051774769	0.245662718929
ENSG00000227252	-0.16	0.630609053214	0.768431169586
ENSG00000227253	-0.3	0.299282396336	0.475343429054
ENSG00000267737	1.15	0.00085303342745	0.00824135878116
ENSG00000267632	0.23	0.286096828144	0.461677471314
ENSG00000267637	0.59	0.0614396971256	0.15960599227
ENSG00000146205	-0.33	0.404649694728	0.580960123223
ENSG00000235944	-0.16	0.290620070732	0.466281225123
ENSG00000235946	-0.5	0.336511818264	NA
ENSG00000164411	0.46	0.327720105185	0.505864081175
ENSG00000164414	-0.06	0.778227597486	0.869632873371
ENSG00000202227	-0.08	0.854455843495	0.92010566165
ENSG00000255776	-0.4	0.30211353477	0.478158347987
ENSG00000100532	-0.06	0.760712259678	0.859614272676
ENSG00000077454	0.47	0.00329085999321	0.0204091808465
ENSG00000224543	-0.35	0.232952054542	0.403083668793
ENSG00000077458	-0.61	0.00317975651637	0.0199245745106
ENSG00000272379	1.16	0.0915835364908	NA
ENSG00000212658	-0.48	0.350465871827	0.528931065176
ENSG00000265908	0.18	0.482800944274	0.650607724088
ENSG00000265907	0.23	0.483351962973	0.651017504537
ENSG00000212657	-0.11	0.816266243071	0.89504913158
ENSG00000260367	-0.23	0.296528579613	0.472692652809
ENSG00000260366	0.66	0.0368338203914	0.111899890704
ENSG00000260361	0.79	0.000873152021642	0.00837447897467
ENSG00000260360	0.57	0.100499124869	0.224584972207
ENSG00000260368	0.33	0.124505470076	0.260514544604
ENSG00000021300	-0.46	0.0921147113685	0.211587402841
ENSG00000217027	0.28	0.354991310691	0.533453693482
ENSG00000100399	0.31	0.301220390866	0.477190374848
ENSG00000209482	-0.61	0.145117364823	0.290479570821
ENSG00000100393	-0.15	0.409844907266	0.585094854956
ENSG00000100395	-0.04	0.709171404304	0.826321895567
ENSG00000184897	0.31	0.031069700351	0.0996380389146
ENSG00000196550	0.07	0.830429000187	0.904790136823
ENSG00000196553	-0.86	0.176596969976	NA
ENSG00000196557	-0.51	0.12994037662	0.268597025562
ENSG00000138346	-0.49	0.00869370309327	0.0405432757463
ENSG00000197208	0.83	0.00159302604122	0.0126165960968
ENSG00000239467	-1.51	0.0537079672502	NA
ENSG00000239465	1.03	0.0337084851559	0.105130774945
ENSG00000211947	-0.25	0.540700053766	0.697358000764
ENSG00000026652	0.05	0.749197486399	0.852669331144
ENSG00000205955	-0.47	0.333733998036	NA
ENSG00000211945	-0.13	0.767475354525	0.863368976223
ENSG00000205959	-0.79	0.00422426976093	0.0243817739935
ENSG00000185158	-0.12	0.227509150819	0.39674738882
ENSG00000211681	-0.93	0.278605570776	NA
ENSG00000211683	0.04	0.903835618659	0.948739082611
ENSG00000211685	-0.35	0.491128362702	0.657572158346
ENSG00000211688	-0.92	0.00208257254153	0.014965257803
ENSG00000211689	-1.01	0.000465430642446	0.00550809889475
ENSG00000185155	0.28	0.573408543572	0.724254121254
ENSG00000185156	0.03	0.907098528496	0.950440705842
ENSG00000229567	-0.74	0.10249859816	0.227804128808
ENSG00000213260	-0.12	0.697164282674	0.818156887052
ENSG00000213261	-0.02	0.973404573606	0.986482176698
ENSG00000106633	-0.05	0.91852237569	0.956607651652
ENSG00000280295	1.01	0.000212891669904	0.00336405129172
ENSG00000280294	-0.63	0.114785081637	0.24661539452
ENSG00000106638	0.28	0.00507475231151	0.0276558848984
ENSG00000225196	0.8	0.223310986265	NA
ENSG00000225194	-0.48	0.0174789857927	0.066174990237
ENSG00000152672	-0.28	0.617142861155	0.758386718891
ENSG00000143643	-0.36	0.00485729517964	0.0268478145769
ENSG00000124588	0.95	1.9331799628E-05	0.000780110444854
ENSG00000143641	0.32	0.0947452726387	0.215909124377
ENSG00000124587	0.36	0.0414965391487	0.121829977842
ENSG00000167333	-0.45	4.60237316221E-06	0.000300014039541
ENSG00000009830	0.16	0.129783037068	0.268419158996
ENSG00000220161	0.47	0.273960395758	0.449179952359
ENSG00000178927	0.77	6.86460829774E-07	9.69544200529E-05
ENSG00000178921	-0.45	0.00244689115269	0.0167271199282
ENSG00000266340	-0.1	0.748527447342	0.852399594323
ENSG00000168310	0.15	0.391045297812	0.568423878495
ENSG00000262454	-0.38	0.266146403916	0.440713865988
ENSG00000114268	0.85	3.44061480545E-05	0.00109582426985
ENSG00000268412	-0.45	0.292066066643	0.467778847743
ENSG00000040487	0.45	0.000296688283637	0.00414839103956
ENSG00000200674	-0.32	0.418674532758	0.593482843257
ENSG00000204706	-0.63	0.34480634486	NA
ENSG00000153107	-0.66	4.93996892967E-05	0.0013612266905
ENSG00000228779	0.03	0.915751570041	0.955160809439
ENSG00000228775	-0.5	0.0564640342957	0.151080131458
ENSG00000279265	-0.71	0.00121783362531	0.0104926493324
ENSG00000279267	-0.3	0.253020111144	0.425998868311
ENSG00000226647	0.38	0.312608273135	0.489337215815
ENSG00000226644	0.48	0.560102094248	NA
ENSG00000226648	-0.62	0.0509753468231	0.140709984809
ENSG00000158023	0.03	0.875357180336	0.931620326307
ENSG00000164045	0.02	0.947486466444	0.972066710299
ENSG00000155719	-0.37	0.404994777466	0.581223631938
ENSG00000183248	-0.28	0.479730243628	0.64772045185
ENSG00000143751	-0.45	0.00219963439707	0.0155428603257
ENSG00000127774	0.44	0.140834600293	0.284401991127
ENSG00000239920	0.21	0.650087132013	0.783286826203
ENSG00000233927	0	0.979081381412	0.989509049648
ENSG00000233926	-0.72	0.15247027485	NA
ENSG00000233922	-0.32	0.273227639558	0.44841232753
ENSG00000173838	-0.15	0.681503950278	0.806508360125
ENSG00000122729	-0.08	0.692884055549	0.814584198091
ENSG00000245317	-0.43	0.182390464451	0.340607660987
ENSG00000165406	0.5	0.0506237308265	0.140065285104
ENSG00000165409	0.51	0.043184460613	0.125404587128
ENSG00000241258	0.09	0.19811216055	0.361294700295
ENSG00000206634	-0.65	0.172121540825	0.327225376228
ENSG00000206636	0.45	0.490621197271	0.657211238971
ENSG00000255843	-0.13	0.7684365913	0.863735833177
ENSG00000182010	-0.89	0.0193651660817	0.0711405265192
ENSG00000254717	0.28	0.54067035781	0.697358000764
ENSG00000240849	0.14	0.11138433244	0.241547017269
ENSG00000278133	0.15	0.108327427625	0.237055538382
ENSG00000158683	0.03	0.909087900788	0.951556650487
ENSG00000124831	0.12	0.400571688974	0.577337981864
ENSG00000008056	0.76	0.015066577246	0.0596389381753
ENSG00000130518	0.19	0.389351382771	0.566885292409
ENSG00000159374	0.33	0.0686553913792	0.172514574462
ENSG00000159377	0.32	0.00213225408819	0.0152025616
ENSG00000130511	0.12	0.378870076363	0.557075605737
ENSG00000130513	0.95	0.000893291753703	0.00849880783155
ENSG00000130517	0.26	0.0163860933679	0.0633652580563
ENSG00000234998	-0.28	0.701791861273	NA
ENSG00000227113	-0.04	0.877128648392	0.932543622594
ENSG00000164758	0.01	0.952219264887	0.974730747077
ENSG00000164756	0.98	0.274540917042	NA
ENSG00000164754	-0.23	0.102742278369	0.228137223218
ENSG00000164751	-0.03	0.860286715683	0.92328387488
ENSG00000159082	-0.2	0.212885709863	0.379841357109
ENSG00000155506	-0.09	0.346346305054	0.524314477882
ENSG00000159086	-0.53	0.00314373544311	0.0197600022264
ENSG00000011478	-0.11	0.442098554487	0.614247247972
ENSG00000186704	-0.61	0.134675952956	0.275600777209
ENSG00000010704	0.31	0.0463603701093	0.13145680822
ENSG00000196611	2.2	0.00163240777687	0.0128463726626
ENSG00000081913	0.02	0.943465607647	0.969716078465
ENSG00000252002	0.63	0.155796016475	0.304633529372
ENSG00000254826	0.5	0.0358026899127	0.109720162311
ENSG00000005471	-0.3	0.351722300309	0.530186566402
ENSG00000256713	0.66	0.415284466765	NA
ENSG00000256712	-0.62	0.390359314947	NA
ENSG00000037280	-0.67	0.0461771653473	0.131155511989
ENSG00000160124	-0.47	0.0220868547796	0.0779888487765
ENSG00000232732	0.04	0.946314750646	NA
ENSG00000203910	-0.94	0.0430908091534	0.125285960004
ENSG00000175294	0.48	0.00589514585293	0.0308253644599
ENSG00000231386	-0.06	0.940281237596	0.968359080107
ENSG00000231389	-0.13	0.542047221549	0.698587609197
ENSG00000176928	-1.24	0.000147673099339	0.00265654837083
ENSG00000174429	0.28	0.675178632385	NA
ENSG00000176920	-0.54	0.0196771613549	0.0718638886606
ENSG00000176927	-0.42	0.195237825694	0.357611373858
ENSG00000198169	-0.61	0.000137097952498	0.00255292187029
ENSG00000198168	-0.57	0.012204776609	0.051401302694
ENSG00000198162	-0.28	0.0218716393652	0.0775297628254
ENSG00000198160	-0.2	0.261978238039	0.436042342326
ENSG00000171049	0.45	0.0611069428835	0.159072467443
ENSG00000231655	0.22	0.303587457509	0.479819036287
ENSG00000175741	-0.25	0.166976631889	0.320292766488
ENSG00000171045	-0.19	0.242176217746	0.413543048074
ENSG00000171044	-0.46	0.00872634638136	0.0406493513516
ENSG00000167632	0.22	0.140348589831	0.283734458509
ENSG00000147316	-0.37	0.00102335825284	0.00937900526201
ENSG00000230383	0.32	0.454872522067	0.62594210092
ENSG00000230387	-0.48	0.5273220636	NA
ENSG00000248780	0.53	0.169039209629	0.322943829796
ENSG00000248785	-1.76	0.00891490293168	NA
ENSG00000167476	-0.08	0.747685295818	0.851925646577
ENSG00000111897	-0.01	0.939132419381	0.967721980591
ENSG00000167470	0.54	0.00222278304751	0.0156412206854
ENSG00000074800	0.66	4.79376482073E-06	0.000307422842341
ENSG00000276422	0.43	0.405284030342	0.581421867529
ENSG00000253878	-0.21	0.538701773238	0.696015010912
ENSG00000253873	-0.79	0.143316620128	NA
ENSG00000084754	0.39	9.11405437675E-05	0.00201921832168
ENSG00000240065	0.37	0.081567744345	0.194375439505
ENSG00000095637	-0.64	0.00169247005154	0.0131165337626
ENSG00000249786	-0.38	0.0544494159043	0.147317644308
ENSG00000230528	-0.39	0.549761831527	NA
ENSG00000230521	0.05	0.867235444496	0.926592337311
ENSG00000278909	-0.1	0.830507931142	0.904829982559
ENSG00000148225	0.23	0.443058245786	0.615184390896
ENSG00000133136	1	0.131458900418	NA
ENSG00000272420	-0.42	0.0935891026084	0.214021031871
ENSG00000272426	-0.08	0.851745298736	0.918186926919
ENSG00000272425	0.71	0.300357873259	NA
ENSG00000148229	-0.19	0.00891155739872	0.0412592066257
ENSG00000089639	0.52	0.00116736816396	0.0102023247862
ENSG00000144579	0.42	0.00265512547082	0.0176918891243
ENSG00000067840	-0.55	0.0318371643386	0.101174212931
ENSG00000146592	0.46	0.0392842559143	0.117052607556
ENSG00000227012	2.24	0.0738083146277	0.181277682381
ENSG00000248254	0.07	0.887880224095	NA
ENSG00000248256	-0.49	0.132761259135	0.272859173387
ENSG00000172828	-0.14	0.719276938509	0.832855120089
ENSG00000249129	-0.11	0.642995800103	0.77798196649
ENSG00000141068	-0.23	0.21428548993	0.381364061803
ENSG00000137309	0.06	0.665316889355	0.794816189237
ENSG00000144681	0.34	0.386687317737	0.564069790419
ENSG00000066468	-2.43	1.2119042855E-06	0.000145232650941
ENSG00000268996	0.2	0.334314146738	0.512828036273
ENSG00000156194	-0.42	0.240448013251	0.411641447217
ENSG00000173193	-0.18	0.555302350138	0.709549642782
ENSG00000132881	0.03	0.854341821599	0.92010566165
ENSG00000116604	0.09	0.456092583987	0.627054204741
ENSG00000279742	0	0.998163811799	0.998963723749
ENSG00000279741	-0.62	0.0339389856838	0.105654778938
ENSG00000080189	0.2	0.0266796830286	0.0892507428313
ENSG00000147883	0.79	0.00218708121187	0.0154703678161
ENSG00000147889	-0.49	0.0187588186435	0.0694831796398
ENSG00000101935	-0.22	0.0264147883987	0.0886269936543
ENSG00000130656	-0.43	0.542428041953	0.699000866998
ENSG00000130653	-0.28	0.302107910025	0.478158347987
ENSG00000113389	-0.88	0.0199597183853	0.0725163371375
ENSG00000180846	0.16	0.353814555995	0.532293651015
ENSG00000223599	-0.38	0.313803041584	0.490403076518
ENSG00000067334	0.05	0.841492998823	0.911191798296
ENSG00000113387	-0.04	0.908558888064	0.951254701319
ENSG00000113384	-0.07	0.546255862485	0.70220452755
ENSG00000099985	1.19	7.43512863517E-05	0.0017554301717
ENSG00000235545	0.15	0.806902649065	NA
ENSG00000235546	-0.19	0.758804638444	NA
ENSG00000076258	-0.17	0.222194930843	0.390767960202
ENSG00000223559	-0.11	0.850069542036	NA
ENSG00000234636	-0.32	0.465392169681	0.635851062486
ENSG00000234630	-0.89	0.0778620385476	0.188003505715
ENSG00000234632	0.52	0.260049805141	0.433897881751
ENSG00000180592	0.24	0.524709785471	0.684781207676
ENSG00000180596	0.47	0.0270982972419	0.0902693242955
ENSG00000073578	0.01	0.876410461709	0.932114183569
ENSG00000169203	-0.55	0.0129171614374	0.0533040707106
ENSG00000089009	-0.1	0.663306088447	0.793412656484
ENSG00000261349	-0.44	0.468399838948	0.638636521207
ENSG00000261346	0.95	2.53831499318E-06	0.00021981437284
ENSG00000089006	-0.14	0.148392168659	0.294919957947
ENSG00000261342	-0.13	0.623300915544	0.763141595667
ENSG00000273461	-0.12	0.851343909506	NA
ENSG00000261341	0.21	0.734758335281	NA
ENSG00000256690	-0.05	0.843191702194	0.91225763689
ENSG00000264196	0.35	0.494460848422	0.660394405682
ENSG00000117266	-0.16	0.479369879501	0.647418094416
